,id,id_number,age,gender,education,status,start years,year_experience,crops,size_rai, yield (kg/rai) , yield (ton) , mkt_price (THB/ton) ,soil_quality,annual_income, cost (THB/ton) ,annual_expense,profit_loss,existing_loan, Saving/year ,loan_status,issue_date,addr_subdist,addr_district,addr_province,zip_code,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,temp_10,temp_11,temp_12,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,rain_7,rain_8,rain_9,rain_10,rain_11,rain_12,credit_score,credit_utilization,credit_inquiry
129,7.3E+12,15861,67,Male,Secondary School,Married,37,30,rice,97,755.42,73.28,"5,468.51",S1,"400,708.76","8,000.91","586,272.43","-185,563.67","97,846.00","127,589.00",Charged Off,29/03/2024,?????????,????????,??????,73140,34.9,15.8,20.6,30.5,27.1,20.3,28.6,16.2,34.9,24,15.6,31.4,188.7,155.9,92.7,77.8,157.9,94,98.2,144.2,170.4,129.9,121.5,104.6,,,
130,4.8E+12,667,34,Female,Bachelor Degree,Married,24,10,rice,75,351.08,26.33,"9,511.87",S3,"250,455.29","8,264.37","217,607.49","32,847.80","170,512.00","48,702.00",Fully Paid,09/12/2023,?????????,?????????,??????,48150,20.1,23.8,16.6,18.4,24.9,25.4,21.8,24.6,32.6,22.7,24,28.6,101.8,130.5,191.7,114.7,187.3,192.9,85.9,62.8,111.5,71.9,66.4,104.6,,,
131,4.8E+12,10691,35,Male,Secondary School,Never Married,25,10,rice,139,351.08,48.8,"9,303.16",N,"453,992.19","7,900.13","385,524.68","68,467.51","214,826.00","59,895.00",Current,22/05/2023,??????,??????,??????,48160,18.3,34.4,24.4,29.3,16.9,18.1,21.4,32.3,27.5,16.3,16.3,31.5,189.2,66.6,70.3,150.9,52.9,93.3,160.1,63.2,73.5,91.3,72,170.5,,,
132,3E+12,518,30,Female,Primary School,Married,22,8,cassava,65,"3,002.88",195.19,"1,467.83",N,"286,502.02","2,200.00","429,411.84","-142,909.82","422,731.00","50,142.00",Charged Off,16/02/2023,??????,??,??????????,30260,16.4,15.9,33.8,25.4,22.5,32.7,24,17.9,34.6,17.5,17.3,22.3,54.8,110.8,188.8,177.9,94.2,187.7,137.7,82.4,89.4,88.3,50.4,191.8,,,
133,3E+12,14168,69,Male,Secondary School,Married,36,33,cassava,22,"3,253.12",71.57,"2,085.47",S2,"149,254.04","1,860.00","133,117.67","16,136.37","425,021.00","67,501.00",Fully Paid,22/02/2024,??????,??,??????????,30260,32.3,29.4,27.1,32.1,29.5,18.7,21.3,32.8,27.1,21,29.8,24.3,143.2,54.5,113.5,86.6,144.9,80.5,134.9,189.4,109.8,61.8,163.5,161.6,,,
134,3E+12,521,75,Male,Primary School,Married,30,45,cassava,32,"3,128.00",100.1,"1,995.74",S3,"199,765.49","1,850.00","185,177.60","14,587.89","416,705.00","102,926.00",Fully Paid,29/10/2023,??????,??????,??????????,30250,27.6,33.5,28,28.3,31,32.9,19.7,31.8,22.4,31.6,31.8,23.7,85.7,66.5,105.1,78.3,67.2,161.9,52.7,87.3,165.7,142.9,118.9,93.6,,,
135,3E+12,525,52,Male,Primary School,Married,20,32,cassava,32,"3,190.56",102.1,"2,308.64",S3,"235,707.24","1,964.00","200,520.31","35,186.93","406,692.00","57,502.00",Fully Paid,22/02/2024,??????,?????????,??????????,30210,16.1,24,15.7,28.7,26.4,26.2,31.8,18.3,19.9,20.8,28.2,29.9,130.3,145.2,189.2,127.5,193.4,136.3,139.2,199.2,157.1,117.4,181.8,149.3,,,
136,3E+12,535,40,Male,Secondary School,Married,18,22,cassava,73,"2,940.32",214.64,"1,997.76",N,"428,805.06","1,912.00","410,398.10","18,406.96","425,136.00","57,280.00",Fully Paid,11/03/2023,???????,??????????,??????????,30210,25.6,21.9,19.9,17,27.5,16.4,15.1,21.4,20.4,24.4,20.7,22.7,58.7,176.4,96.3,165.5,100.9,138.2,95.7,144.9,196.9,98.7,85.9,79.7,,,
137,3E+12,1528,50,Male,Secondary School,Married,24,26,corn,120.6,794.07,95.76,"8,560.81",S2,"819,802.42","6,376.04","610,584.41","209,218.01","422,138.00","55,868.00",Fully Paid,15/01/2024,??????????,????????,??????????,30150,21.7,31.1,16.1,19.1,25.7,24.9,20.5,33.3,22.7,17.3,28,32.1,112.2,53.6,60.2,181.3,71.8,180.4,140.2,170.1,85.2,98.8,134.8,137.4,,,
138,3E+12,984,56,Female,Primary School,Married,28,28,corn,85.99,798.87,68.69,"7,194.98",S2,"494,248.49","6,055.51","415,974.34","78,274.14","409,793.00","48,171.00",Charged Off,14/04/2024,??????????,??????,??????????,30250,24.2,18.8,15.8,26,29.8,20.9,34.3,31.2,21.2,17.3,21.2,29.7,89.7,101.4,191.6,61.1,166.9,199,79.6,65,58.3,172.6,64.7,187.6,,,
139,3E+12,519,34,Male,Secondary School,Married,23,11,corn,43,788.43,33.9,"9,434.79",S2,"319,863.50","5,273.93","178,799.87","141,063.63","419,611.00","113,519.00",Fully Paid,02/03/2023,??????????,??????????,??????????,30290,34.8,30,33.4,15.1,15.3,26.5,15.4,33.7,32.5,20.2,34.8,24.6,74.7,98.2,149.7,54.9,177.4,169.9,63.7,144,145,141.4,122.7,54.2,,,
140,3E+12,14466,54,Female,Secondary School,Married,42,12,corn,37,798.58,29.55,"8,529.12",S3,"252,012.99","5,685.59","167,994.16","84,018.84","418,933.00","91,734.00",Fully Paid,23/10/2023,???????????,???????????,??????????,30370,31,19.8,34.8,30.2,26.7,30.6,26.4,34.9,21.9,24.7,32.6,33.2,142.1,155.5,147.4,165.1,144.8,115.2,86.1,192.5,138.7,157.3,89.1,166.3,,,
141,3E+12,1350,62,Male,Bachelor Degree,Married,35,27,corn,57,780,44.46,"6,423.35",N,"285,582.14","6,400.61","284,571.12","1,011.02","405,910.00","51,825.00",Current,04/06/2024,???????????,?????????,??????????,30270,26.6,31.7,34.4,22,18.5,30.5,30.5,32.9,27.2,19.7,16.6,19,138.5,193.9,180,197.4,137.8,120.1,189.3,106.2,127.2,91.9,188.8,110,,,
142,3E+12,1814,44,Male,Primary School,Divorced,21,23,corn,65,781.79,50.82,"8,964.10",S3,"455,524.45","6,672.94","339,095.32","116,429.13","410,911.00","50,826.00",Fully Paid,01/05/2024,???????????,???????,??????????,30130,23.8,20,31.1,16.6,23.8,27.4,20.1,16.1,29.4,19.5,23.7,23.5,159.5,65.5,172.4,71.6,195.1,163,158,119.1,67.1,181.1,162.4,57.5,,,
143,3E+12,534,45,Male,Primary School,Separated,29,16,corn,36,791.77,28.5,"9,136.10",S2,"260,413.71","5,654.84","161,184.53","99,229.18","412,448.00","112,681.00",Fully Paid,24/11/2023,???????,???????,??????????,30170,24.4,20.2,24.7,15.3,26.7,27,26.9,20.6,20.5,20.9,34.2,20.8,84.1,52.9,52.9,159.3,65.3,149.8,169.3,171.3,82,86.4,79,52.5,,,
144,3E+12,539,38,Male,Primary School,Never Married,27,11,corn,95,787.73,74.83,"9,767.10",S3,"730,915.06","6,881.03","514,937.51","215,977.55","419,005.00","81,396.00",Fully Paid,02/01/2023,???????,???????,??????????,30330,20,29.1,25.5,27.4,28.5,26.4,25.9,30.9,19.6,16,23.6,22,88.2,127.7,109.9,185.1,163.5,160.8,147.8,153.2,170.8,191.3,189.9,190.9,,,
145,3E+12,531,58,Female,Secondary School,Married,21,37,rice,75.86,370.72,28.12,"9,859.44",N,"277,266.54","5,000.00","140,609.65","136,656.89","426,689.00","60,673.00",Fully Paid,11/04/2023,???????,???????,??????????,30130,31.6,16,17.5,25,33.5,25.4,28.9,30.7,15.8,20,23.5,27.4,71.5,188.3,199.4,188.5,135.7,140.6,60.5,177.9,61.8,68,135.3,163,,,
146,3E+12,1217,24,Male,Primary School,Never Married,19,5,rice,28.89,370.72,10.71,"9,761.59",S3,"104,546.05","6,667.37","71,407.13","33,138.91","426,612.00","83,042.00",Fully Paid,07/07/2023,??????,????????,??????????,30220,25.5,19.6,26,19.2,16,24.4,22.2,15.5,30.2,32.3,28.6,22.1,191.7,63.4,69.4,65.8,197.5,149.3,83,53.7,143.9,133.2,145.5,194.7,,,
147,3E+12,532,48,Male,Secondary School,Never Married,29,19,rice,35.09,370.72,13.01,"10,478.57",S1,"136,309.38","6,317.30","82,177.95","54,131.43","423,147.00","106,516.00",Fully Paid,09/09/2023,???????,?????,??????????,30110,29.2,16.9,17.9,32.1,20.4,31.7,33.8,18.9,17.8,33.7,26.8,23.8,128.3,110.9,120.7,197.4,50.2,137.1,72.4,114.7,125.9,78.1,68.6,168.8,,,
148,3E+12,530,75,Female,Bachelor Degree,Married,25,50,rice,47.29,370.72,17.53,"6,390.40",N,"112,032.34","11,681.59","204,794.03","-92,761.69","410,847.00","63,252.00",Charged Off,13/01/2024,????????,????????,??????????,30150,33.8,29.9,23.6,23.4,19.6,30,22.8,31.9,23.3,27.9,25.1,21.7,166.1,143.3,194.7,123.6,170.8,164.6,59,84.2,52.8,135.8,132.1,148.1,,,
149,3E+12,1176,46,Female,Primary School,Married,28,18,rice,124.71,370.72,46.23,"9,075.13",S3,"419,550.57","7,968.63","368,396.25","51,154.32","409,987.00","108,308.00",Fully Paid,29/04/2024,?????????,??????,??????????,30180,22.1,26.2,23.5,16,21,20.4,30.6,23.1,33.1,25.3,16.5,32.9,118.4,91.9,157.9,157.6,165.4,119.8,95.3,159.1,160.8,127.9,73.8,96.5,,,
150,3E+12,516,72,Male,Primary School,Married,28,44,rice,20,370.72,7.41,"8,829.28",S3,"65,463.46","7,170.49","53,164.58","12,298.87","424,950.00","96,497.00",Fully Paid,31/03/2023,????????,???????????,??????????,30440,32.7,30.7,27.3,28.6,28.7,24.2,23.9,19.3,22.5,27,25.4,28.6,155.7,110.8,158,174.3,135.5,93.7,157.5,135,128.3,169.8,193.7,154.2,,,
151,3E+12,520,72,Male,Secondary School,Married,41,31,rice,28,370.72,10.38,"6,056.47",N,"62,866.76","10,942.57","113,584.99","-50,718.23","405,258.00","55,483.00",Charged Off,04/08/2023,???????,??,??????????,30260,32.4,16,25.1,34.7,17.6,34.1,24.4,20.4,22.4,17,22.3,34.2,136.6,160.6,79.8,100.9,130.8,135.5,61.9,173.6,178.1,80.3,81.5,59.2,,,
152,3E+12,524,45,Male,Primary School,Never Married,30,15,rice,45,370.72,16.68,"8,531.82",N,"142,330.46","5,381.80","89,780.81","52,549.65","416,503.00","90,710.00",Fully Paid,29/12/2023,??????,??????,??????????,30270,19.5,24.3,33.5,33.7,20.2,33.5,24.5,30.1,16.3,17.2,17,33.3,190.1,140.9,156,170.4,131,103,102.9,63.4,72.2,64.7,124,187.6,,,
153,3E+12,517,48,Male,Primary School,Married,22,26,rice,75,370.72,27.8,"7,204.71",S2,"200,318.63","10,845.27","301,539.99","-101,221.36","425,658.00","98,696.00",Current,13/01/2024,??????,??????,??????????,30360,30,33.3,16.5,15.6,31.4,15.1,17.6,28.5,20.8,28.4,26.9,27.9,96.8,180.1,186.7,184.9,194.2,50.9,165.1,71.8,125.5,151,51.3,89,,,
154,3E+12,542,62,Female,Primary School,Divorced,28,34,rice,68,370.72,25.21,"9,069.76",S3,"228,637.97","10,320.13","260,158.08","-31,520.11","417,744.00","48,991.00",Charged Off,27/05/2023,??????,??????,??????????,30220,15.5,16.3,31,24,34.4,17.3,15,28.4,25.9,30.9,27.5,20.1,109.7,54.4,91.5,67.5,147.5,115.2,192.6,156.5,114.9,59.6,144.3,122.1,,,
155,3E+12,541,59,Male,Primary School,Never Married,29,30,rice,86,370.72,31.88,"8,839.90",S3,"281,831.29","5,358.15","170,827.07","111,004.22","409,445.00","73,649.00",Fully Paid,31/10/2023,??????,??????,??????????,30160,22.7,16.8,28.3,24.2,15.4,17.2,23,33.3,30.7,23.2,29.7,18.2,81.5,130.2,105.4,74.5,125.9,100.6,145.1,113.3,98.9,150.5,84.8,113.4,,,
156,3E+12,6682,46,Male,Primary School,Married,23,23,rice,132,370.72,48.93,"8,640.07",S2,"422,799.52","8,300.45","406,180.65","16,618.88","407,383.00","111,776.00",Fully Paid,28/03/2024,??????,??????,??????????,30120,24.5,27,33.1,22.7,17.9,26.1,32.1,19.6,27.8,21.4,28.2,24.6,77.9,110.6,107,154.4,119.9,141.4,136.7,170.5,137.4,79.8,90.1,118.7,,,
157,3E+12,527,75,Male,Bachelor Degree,Married,30,45,rice,82,370.72,30.4,"8,712.33",N,"264,844.87","6,480.04","196,985.71","67,859.16","413,060.00","99,155.00",Fully Paid,30/01/2023,???????????,???????????,??????????,30350,18,25.2,24.2,15.6,27.3,28.9,18.2,18.4,29.9,29.6,27.9,27,191.7,128.6,134.1,66.4,183.6,166.4,140.3,136.6,98.7,188,77.6,54.5,,,
158,3E+12,528,76,Male,Secondary School,Married,26,50,rice,21,370.72,7.79,"9,482.04",S3,"73,818.36","6,725.31","52,357.05","21,461.31","424,371.00","81,452.00",Fully Paid,30/03/2024,???????,??????,??????????,30180,23.3,28.4,25.1,19,15.1,33.8,20.7,25.3,19.4,20.4,31.4,27.9,160.9,104.8,150.2,134.9,54.2,61.4,179.9,56.4,85.3,73.1,135.9,145,,,
159,3E+12,13226,54,Male,Primary School,Married,24,30,rice,78,370.72,28.92,"8,906.25",S3,"257,533.14","6,567.41","189,903.13","67,630.02","412,833.00","100,028.00",Fully Paid,01/12/2023,????,????????,??????????,30150,33.2,15.9,31.7,17.7,30.2,33,25.9,34.1,27.7,32.4,15.4,27.2,123.6,78.6,93,113,67.1,73.7,108.2,100.2,160.4,142.5,117,117.6,,,
160,3E+12,1073,39,Male,Primary School,Divorced,32,7,rice,84,370.72,31.14,"8,026.78",S3,"249,956.18","8,160.01","254,105.25","-4,149.07","405,253.00","62,849.00",Fully Paid,10/08/2023,???????????,??????,??????????,30180,16.2,21.1,21.6,18,27,30.4,30.4,20.1,22.3,21,24.8,19.1,115.2,106,191.3,177.5,145.7,197.4,52.1,150.9,116.2,138.4,166.8,75.4,,,
161,3E+12,1457,52,Male,Secondary School,Married,23,29,rice,106,370.72,39.3,"6,236.24",N,"245,059.76","8,583.88","337,312.90","-92,253.15","406,986.00","111,650.00",Late (31-120 days),21/04/2023,???????????,???????????,??????????,30370,20.7,29,17.2,17.3,34.8,18.5,33.8,28.4,22.8,19.6,20.4,19.9,56.9,109.3,65.6,50.9,133.9,62.3,50.4,112.2,68,64.3,173.8,73.4,,,
162,8E+12,12398,62,Male,Bachelor Degree,Divorced,41,21,palm oil,56,"3,383.12",189.45,"7,699.23",S1,"1,458,655.08","3,091.00","585,604.54","873,050.55","329,734.00","198,307.00",Fully Paid,09/01/2023,????????,?????????,?????????????,80190,31.6,25.8,21.3,26.1,23.6,18.6,19.8,22.7,16.5,18.7,21.5,15.6,117.4,159.5,150.7,95.7,74.1,170.1,188.5,125.5,128.4,106.7,156.2,189,,,
163,8E+12,793,48,Male,Secondary School,Married,18,30,palm oil,45,"3,187.94",143.46,"8,445.32",N,"1,211,542.23","3,111.00","446,295.66","765,246.57","300,279.00","261,193.00",Fully Paid,14/03/2024,???????,???????,?????????????,80140,31.1,31.5,31.1,21.2,20.9,27.5,31.9,34.1,17.4,22.5,27.5,24,95.7,60.4,176.4,191.2,119.1,104.8,88.8,63.7,178.8,187.7,50.4,85.7,,,
164,8E+12,1429,53,Female,Secondary School,Married,27,26,palm oil,12,"3,318.06",39.82,"6,996.30",S2,"278,569.76","3,178.00","126,537.54","152,032.22","242,327.00","101,867.00",Fully Paid,17/11/2023,?????,?????,?????????????,80180,21.4,18.7,20,28.9,28.4,18.2,29.1,30.3,34.9,15.5,18.1,26.7,175.9,181.9,52.4,61.3,195,90.2,79.7,192.6,83.7,136.9,71.8,120.9,,,
165,8E+12,10553,75,Male,Primary School,Divorced,24,51,palm oil,54,"3,122.88",168.64,"7,093.64",N,"1,196,239.33","3,125.00","526,986.00","669,253.33","375,912.00","269,897.00",Fully Paid,02/05/2023,????????,??????,?????????????,80170,18.7,17.6,18.3,22.5,30.1,17.2,24.4,25.5,32.2,23.8,18.4,18.5,85.7,160.2,146.4,119.1,130.2,64,86.6,159.9,130.7,105.5,153.8,186.1,,,
166,8E+12,14604,47,Male,Primary School,Married,22,25,palm oil,38,"3,448.18",131.03,"7,384.85",S1,"967,642.84","3,162.00","414,319.52","553,323.32","313,040.00","96,917.00",Fully Paid,06/05/2023,??????,?????,?????????????,80180,25.9,20.3,18.8,30.2,30.4,24.4,20.7,34.8,21.9,18.8,16.3,29.5,125.4,76.5,116.4,69.4,53.7,92.1,172.6,127.8,184.1,170.1,157.2,156.2,,,
167,8E+12,13046,63,Male,Primary School,Married,26,37,palm oil,53,"3,253.00",172.41,"6,911.20",S3,"1,191,553.08","3,227.00","556,363.84","635,189.24","392,835.00","115,498.00",Fully Paid,20/03/2024,??????,????,?????????????,80120,20.1,35,34.7,24.7,22.9,32.2,32.4,28.9,31.7,26.9,18.1,33.8,191.4,190.9,184.7,50.7,143,120.7,165.3,68,155.6,188.7,177.9,129.2,,,
168,8E+12,803,68,Male,Primary School,Divorced,22,46,rice,28.81,493.34,14.21,"4,332.44",S1,"61,569.42","11,000.00","156,323.87","-94,754.45","305,858.00","137,979.00",Charged Off,22/03/2023,??????,??????,?????????????,80170,18.5,31.6,28.3,23.2,18.9,20.5,31.2,20.1,23.5,33.1,19.6,21.3,135.3,81.5,102.5,160.7,130.5,175.1,151.6,147.1,78.2,191.7,67.9,76.3,,,
169,8E+12,804,59,Female,Primary School,Married,21,38,rice,35,493.34,17.27,"9,578.52",S1,"165,392.97","7,528.78","129,999.94","35,393.02","460,621.00","162,964.00",Fully Paid,23/04/2023,???????????,?????????,?????????????,80190,20.9,31.4,20.8,17,17,20.3,33,28.7,24.4,24.3,33.8,19.1,96.8,83.4,183.2,54.9,140.6,124.9,81.5,140.8,171.9,69.4,53.7,163.3,,,
170,8E+12,1194,64,Female,Secondary School,Married,19,45,rice,141,493.34,69.56,"10,001.64",S2,"695,730.00","6,209.58","431,947.92","263,782.08","271,319.00","260,644.00",Fully Paid,23/01/2024,?????,???????,?????????????,80000,30.7,30.9,15.9,30.3,19.7,33.4,20.1,30.4,19.6,20.8,33.4,24.2,154.5,62.1,179,96.5,107.9,70.4,155,146.2,75.3,121.9,77.5,102.3,,,
171,8E+12,1545,37,Female,Primary School,Married,18,19,rice,79,493.34,38.97,"8,528.30",S1,"332,383.92","7,861.69","306,403.08","25,980.84","235,364.00","81,081.00",Fully Paid,15/03/2024,??????????,??????????????????,?????????????,80000,27.8,29.9,26.7,32.7,24.3,19.4,17.7,15.3,22,34.7,31.4,17.6,106.7,62.8,147.9,127.3,129.7,152.9,137,143.1,169.6,141.3,172.8,141.7,,,
172,6E+12,338,44,Male,Primary School,Married,24,20,rice,30.57,583.98,17.85,"10,240.42",S1,"182,817.41","10,881.64","194,264.74","-11,447.33","369,490.00","61,908.00",Current,18/06/2023,??????????,??????????,?????????,60230,24.4,34.9,22.8,30.7,23.9,19.2,27.4,32.8,33.3,31,23,30,52.8,67.4,88.2,186,196.8,68.1,136.7,134.5,90,115.6,67,140.6,,,
173,6E+12,3754,46,Male,Secondary School,Never Married,29,17,rice,94.39,583.98,55.12,"9,470.45",S1,"522,012.95","6,590.65","363,277.69","158,735.27","327,395.00","47,831.00",Fully Paid,13/10/2023,???????,???????,?????????,60160,28.1,18.1,19.6,25.6,25.1,17.1,31.2,22.5,31.1,25,18.1,30.8,142.6,136.6,89.8,170,109.4,152.5,99.6,75.7,52.1,182.5,186.7,160.4,,,
174,6E+12,1513,69,Female,Primary School,Married,25,44,rice,108,583.98,63.07,"10,248.33",S1,"646,359.44","7,380.64","465,495.19","180,864.25","280,395.00","53,654.00",Fully Paid,03/04/2023,????????,??????????????,?????????,60000,19.3,15.4,19.9,27.4,28.5,24.9,30.9,22.8,19.3,33.1,31.6,16,60.1,89.8,172.3,96.2,136.3,131.9,149.2,105.4,88.4,155.5,114.3,53.7,,,
175,6E+12,341,49,Male,Secondary School,Separated,22,27,rice,63,583.98,36.79,"9,860.22",S3,"362,764.07","7,097.58","261,124.71","101,639.36","333,834.00","62,459.00",Fully Paid,19/04/2023,??????,??????,?????????,60220,34.5,18.1,26.7,20.6,21.2,18,33.4,30.7,16.2,21.3,28,23,151.9,59.9,64.8,191.8,142.2,190.9,69.1,121.3,74.1,178.9,115.3,81.4,,,
176,6E+12,339,48,Male,Secondary School,Married,20,28,rice,82,583.98,47.89,"6,837.83",S1,"327,438.33","8,094.66","387,622.91","-60,184.58","390,131.00","55,192.00",Current,02/04/2023,???????,??????????????,?????????,60000,30.7,24.2,24.8,26.8,34,31.9,15.9,22.1,29.2,30.8,19.9,30,118.1,59.8,170.2,94.1,60.2,69.4,114.8,110.2,187.5,94.8,68.8,79.2,,,
177,6E+12,7684,67,Male,Primary School,Married,27,40,rice,113,583.98,65.99,"10,416.16",S1,"687,358.53","6,590.84","434,927.28","252,431.25","349,666.00","40,303.00",Fully Paid,23/01/2023,?????????????,??????,?????????,60150,17.6,20.6,31.3,23.7,27.9,27.3,25.7,25.9,25.6,30.3,32.4,34.5,130.5,178.4,56.2,103.1,192.8,61,112.5,81.4,98.7,101,75.6,195.6,,,
178,6E+12,329,46,Male,Secondary School,Married,26,20,sugar cane,65,"11,159.20",725.35,552.44,S1,"400,708.30","1,110.00","805,136.32","-404,428.03","312,338.00","52,090.00",Charged Off,26/01/2023,??????,??????,?????????,60120,15.5,27.6,31.9,17.4,21.7,28.9,30.4,26.7,32.9,34.5,19.5,17.2,76.9,83.2,101.6,112.4,146.8,140.3,91.2,130,194.4,165.6,130.5,50.9,,,
179,6E+12,335,71,Female,Primary School,Married,29,42,sugar cane,106,"10,730.00","1,137.38","1,109.92",S2,"1,262,400.88","1,063.00","1,209,035.01","53,365.87","373,326.00","52,230.00",Fully Paid,25/04/2024,?????????,?????????,?????????,60130,26.4,34.1,30.4,27.3,30.7,17.2,29.6,25.6,17.7,27.4,20.7,25.1,53.7,65,132.3,84.7,191.1,138.6,115.1,163.7,127.6,133.6,146.9,114.7,,,
180,9.6E+12,1549,42,Female,Secondary School,Married,23,19,palm oil,48,"2,315.00",111.12,"5,742.10",S2,"638,062.60","3,089.00","343,249.68","294,812.92","89,276.00","135,216.00",Current,08/11/2023,?????,?????,????????,96180,30.7,17,23.3,27.8,18.8,27.6,23.4,18.9,33,29.9,27.9,25,145.1,125.9,98.2,133.1,90.7,172.6,114.1,76.4,171,151,137.8,145.9,,,
181,9.6E+12,6604,50,Male,Primary School,Married,19,31,rice,113,469.92,53.1,"10,523.18",S3,"558,792.11","8,589.09","456,089.71","102,702.41","76,540.00","84,622.00",Fully Paid,30/04/2023,??????????,?????,????????,96110,22.7,20.9,22.1,17.2,31.9,34.5,30.8,23.6,24.5,22.1,33.1,25,184.5,74.3,172.5,50.6,129.2,73.1,131.4,98.3,124.6,54.4,187.8,95.4,,,
182,5.5E+12,9698,71,Male,Secondary School,Married,28,43,corn,71.02,617,43.82,"8,373.03",S3,"366,891.01","6,192.47","271,342.65","95,548.36","223,968.00","56,224.00",Fully Paid,01/06/2024,????????,??????,????,55150,17.5,18,16.9,21.1,33,31,26.8,21,20.8,16.4,18.2,22.2,141.8,154.3,69.1,96.6,140.3,127.8,175,169.2,72.6,136.7,139.7,173.6,,,
183,5.5E+12,393,79,Male,Primary School,Married,20,59,corn,87.11,583,50.79,"9,922.41",N,"503,933.72","5,294.24","268,880.78","235,052.94","227,041.00","36,409.00",Fully Paid,13/09/2023,???????,???????,????,55180,17.4,27.7,26.4,23.9,30.4,29,27,21,21.4,17,18.6,25.5,142.5,150.8,128.9,124.8,59.5,76.7,91.4,71.2,181.2,110.8,87.5,92.8,,,
184,5.5E+12,1519,56,Male,Primary School,Divorced,24,32,corn,31,597,18.51,"8,644.51",N,"159,983.89","5,247.35","97,112.69","62,871.20","218,541.00","41,033.00",Fully Paid,16/03/2024,???,?????????,????,55000,18.6,15.9,32.7,28.6,19,32.1,26,24.7,34.2,16.9,34.7,27.6,82.5,166,57.7,73.2,57.5,138.9,105.2,98.8,115.3,195.7,120.9,113.1,,,
185,5.5E+12,7512,49,Male,Primary School,Divorced,28,21,corn,50,673,33.65,"9,247.62",S3,"311,182.45","5,408.67","182,001.64","129,180.80","217,364.00","38,785.00",Fully Paid,03/03/2023,?????,????????,????,55220,29.1,15.5,28.4,34.1,23,29.7,26.3,18.1,31.9,19.7,26,17.9,149.5,118.5,144.1,80.6,113.1,141.9,164.4,108.6,164.8,160.4,149.9,179.3,,,
186,5.5E+12,9718,75,Male,Secondary School,Divorced,33,42,corn,54,651,35.15,"9,397.52",S1,"330,360.35","6,433.87","226,176.23","104,184.12","217,473.00","55,314.00",Fully Paid,18/08/2023,????,????????,????,55140,15.1,18.2,19.1,30.9,18,15.4,33.1,20.8,32.5,27.5,21.1,30.1,53.1,79.9,75.5,182.7,90,123.4,55.3,83.1,145.5,118.2,129.9,51.1,,,
187,5.5E+12,404,55,Male,Primary School,Married,27,28,palm oil,45,628,28.26,"7,107.90",N,"200,869.11","3,227.00","91,195.02","109,674.09","224,310.00","49,615.00",Fully Paid,12/08/2023,????????,???????,????,55170,15.9,25.6,22.9,33.5,20.9,28.6,24.3,17.3,33.5,20.6,27.6,17.4,180.1,200,121.1,67.1,64.8,117.9,52.1,114.8,83.3,84.6,133.6,159.6,,,
188,5.5E+12,975,43,Female,Primary School,Married,28,15,palm oil,52,615.44,32,"5,764.48",N,"184,479.83","5,082.00","162,638.64","21,841.20","218,606.00","54,519.00",Charged Off,03/10/2023,?????????,??????,????,55160,23.5,30.5,30.1,23.7,25.7,22.9,18.8,20.2,32.5,17.7,20.3,31.9,191,79.6,127.2,158.3,110.4,195.7,196.4,104.3,135.9,172.9,109.6,159.3,,,
189,5.5E+12,395,59,Female,Bachelor Degree,Married,27,32,palm oil,39,602.88,23.51,"8,857.63",N,"208,263.38","3,109.00","73,099.80","135,163.58","217,589.00","56,394.00",Fully Paid,13/10/2023,???????,????????,????,55120,30.6,31.7,16.3,26,27.3,20.3,31.7,29.7,18.7,17.4,20.2,33.9,162.6,130.2,71.1,154.7,133.8,131.2,69.9,133.7,98.6,113.1,172.5,122.7,,,
190,5.5E+12,400,69,Male,Primary School,Married,23,46,rice,134,518.11,69.43,"6,750.80",S1,"468,686.49","10,207.38","708,665.94","-239,979.45","221,389.00","51,490.00",Current,23/03/2024,????,?????????,????,55160,24.8,34.6,15.7,34.2,33.1,17.8,25,24,15.7,29.4,27.7,20.1,198.6,134,171.1,176.8,170.2,86.7,128.3,58.3,115,133.1,118.6,175.9,,,
191,5.5E+12,403,47,Male,Secondary School,Married,31,16,rice,137,518.11,70.98,"7,658.99",S2,"543,643.94","7,989.67","567,116.00","-23,472.06","222,324.00","54,731.00",Current,24/03/2023,?????????,???????,????,55110,31.8,33.7,18.6,18,16.2,22.7,15.2,31.1,31.4,19.2,32.2,33.6,89.5,73,125.4,88.3,88.5,84.9,60.1,64,190.3,198.9,52.1,149.4,,,
192,5.5E+12,1119,55,Male,Secondary School,Married,28,27,rice,32,"2,164.00",69.25,"1,789.41",N,"123,913.20","8,813.90","610,344.60","-486,431.40","218,015.00","55,054.00",Charged Off,08/05/2023,???????,???????????????,????,55220,17.7,15.9,23,23.4,26.7,29.7,19.2,25.3,30.5,19,34,18,163.8,114.9,72.3,81,168.7,122.3,113,87.4,193.6,162.1,182.8,66.7,,,
193,3.1E+12,544,63,Male,Primary School,Divorced,22,41,rice,44.14,369.28,16.3,"9,842.64",S3,"160,422.48","6,108.38","99,558.78","60,863.70","242,087.00","96,164.00",Fully Paid,26/01/2024,???????,???????,?????????,31190,21.1,15.7,19.3,30.5,29.3,22.7,17.8,32.6,22.4,24,26,24.2,191.6,192.3,71.3,155.3,111.5,195.9,89.1,70.2,86.3,101.9,60.7,185.3,,,
